"ids","Alternate Dictionaries ","Computed Column Code ","Converted From ","Data Element Synonym ","Data Element Synonym Xref ","Data Type ","Database Usage Type ","Default Display Secure ","Default Display Size ","Default Input Processing ","Default Input Prompt ","Default Justification ","Default Mask ","Default Output Processing ","Default Sample Data ","Default Zero Pad ","Derived Sec Ptr ","Displayed By Xref ","Dt1 ","Dt2 ","Dt3 ","Dt4 ","Dt5 ","Element Assoc Name ","Element Assoc Type ","Element Pointed From ","Element Pointed To ","Field Placement ","I Descriptor ","Index Assn Name ","Index Assn Placement ","Inform Conversion String ","Inform Format String ","Input Prompt Location ","Input Prompt Variable ","Internal Computations ","Just Pad Character ","Key Counter Source ","Logical File Alias ","Lookup Prompt ","Maximum Storage Size ","Modified By Xref ","Permanent Demand Elements ","Permanent Demand Keys ","Permanent Demand Write ","Permanent Init Inserts ","Pointer Deletion Strategy ","Purpose ","Relation File Name ","Relfile Keybuild Strategy ","Report Header ","Sce From Files ","Sce Link Attrs ","Sce Link Subrs ","Sce Recalc Flag Field ","Sce Status Flag ","Sce Subr Args ","Sce Subr Name ","Sce Subr Sources ","Sce To Files ","Sce Trigger Cdds ","Snapshots ","Source ","Sql Compliant Name ","Synonym Field Delimiter ","Synonym Field Position ","Toolcdd Add Date ","Toolcdd Add Operator ","Toolcdd Auto Xref Files ","Toolcdd Auto Xref Keys ","Toolcdd Change Date ","Toolcdd Change Operator ","Toolcdd Demand Subrs ","Toolcdd Dict Changed Ver ","Toolcdd Idesc Smtype ","Toolcdd Lkup Add Mode ","Toolcdd Lkup Arg Var ","Toolcdd Lkup Attr Table ","Toolcdd Lkup Crnt Id Var ","Toolcdd Lkup File Inherit ","Toolcdd Lkup File Name ","Toolcdd Lkup Id List Var ","Toolcdd Lkup Limit New Size ","Toolcdd Lkup Nk Add Option ","Toolcdd Lkup Nk At Once ","Toolcdd Lkup Not Found Hook ","Toolcdd Lkup Post Reso Hook ","Toolcdd Lkup Pre Reso Hook ","Toolcdd Lkup Prompt Text ","Toolcdd Lkup Rec Add Hook ","Toolcdd Lkup Rec Found Hook ","Toolcdd Lkup Reso Hook ","Toolcdd Lkup Sel Conn ","Toolcdd Lkup Sel Field ","Toolcdd Lkup Sel Rel Opcode ","Toolcdd Lkup Sel Stmt ","Toolcdd Lkup Sel Value ","Toolcdd Lkup Sort Fields ","Toolcdd Lkup Sort Order ","Toolcdd Valid Platforms ","Truncation Flag ","Validation Table ","Validation Zero Fill Size ","Views "
"PHYSFILE.ID","","","","","","","K","","8","","","L","","","","","","","","","","","","","","","","0","","","","","8L","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","PHYSFILE","PHYSFILE_ID","","0","1993-02-25","CT7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","PHYSFILE_SQL"
"PHYSICAL.FILE.NAME","","","","","","","D","N","25","$UC","Physical File Name","L","","","ACCOUNT.PARAMETERS","N","","","","","","","","","","","","8","","","","","25L","","","","","","","","32","","","","","","","Name of the actual root file by which this file is known","","","","","","","","","","","","","","","TOOLFILE","PHYSICAL_FILE_NAME","","0","1987-08-21","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLFILE_SQL"
"POINTER.DELETION.STRATEGY","","","","","","","D","","10","","Linkage Deletion Type","L","","","","N","","","","","","","","","","","","31","","","","","10L","","","","","","","","0","","","","","","","(S)ave - (D)elete - (T)est","","","","","","","","","","","","","","","TOOLCDD","POINTER_DELETION_STRATEGY","","0","1987-09-01","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$VR.DELETION.STRATEGIES","1","TOOLCDD_SQL"
"POST.SCREEN.FIELDS","","","","","","","L","N","28","$UC","Post-screen Process FIELDS","L","","","","N","","","","","","","","","","","","47","","","","","28L","","","","","","","","0","","","","","","","(AT.WRITE) fields to do after operator is done","","","","","","","","","","","","","","","TOOLPDEF","POST_SCREEN_FIELDS","","0","1987-08-27","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLPDEF_SQL"
"PRCS.COUNT","","string xResult1; , string xResult2; , xResult1 = SLocateAssocElement(""PRCS"", (vlScrcioMioReason).ToDelimitedString((253).Char()));, if (((real)xResult1) > 0) {,  xResult2 = vlScrcioMioCount[((int)xResult1)];, } else {,  xResult2 = ((string)0);, }, return xResult2;","","","","","I","","4","","","R","","","","","","","","","","","","","","","","0","SUBR(""S.LOCATE.ASSOC.ELEMENT"",""PRCS"",SCRCIO.MIO.REASON);, IF @1 GT 0 THEN (EXTRACT(SCRCIO.MIO.COUNT,1,@1,0)) ELSE (0)","","","","4R","","","","","","","","0","","SCRCIO.MIO.COUNT, SCRCIO.MIO.REASON","","","","","Displays the number of calls to @MIO.START.PROCESS and, @MIO.END.PROCESS.","","","PRCS Count","","","","","","","","","","","","SCAN.CODE.RESULTS","","","0","2003-04-29","TXE","","","","","S.LOCATE.ASSOC.ELEMENT","","S","","","","","","","","","","","","","","","","","","","","","","","","","U","","","0",""
"PRCS.DISPLAY.ONLY.ELEMENT","","","","","","","A","N","1","$YN","","L","","","","N","","","","","","","","PRCS.FLDS","D","","","21","","","","","1L","","","","","","","","0","","","","","","","Y = This element will display but not accept input","","","","","","","","","","","","","","","TOOLPDEF","PROCESS_DISPLAY_ONLY_ELEMENT","","0","1987-08-28","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLPDEF_SQL"
"PRCS.ELEMENT.ALIAS.NAME","","","","","","","A","N","10","","","L","","","LastName","N","","","","","","","","PRCS.FLDS","","","","241","","","","","10L","","","","","","","","100","","","","","","","Used by Colleague Web Services to display a meaningful name when exposing , services to a 3rd-party client rather than the attribute name (i.e. VAR1)","","","","","","","","","","","","","","","TOOLPDEF","","","0","2009-05-21","DMIADMIN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"PRCS.ELEMENT.DEFAULT.CODE","","","","","","","A","N","60","","","L","","","","N","","","","","","","","PRCS.FLDS","D","","","33","","","","","60L","","","","","","","","0","","","","","","","Code to generate default data (DEFAULT.DATA)","","","","","","","","","","","","","","","TOOLPDEF","PROCESS_ELEMENT_DEFAULT_CODE","","0","1987-09-21","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLPDEF_SQL"
"PRCS.ELEMENT.DIRECTION","","","","","","","A","N","10","","Direction","L","","","INOUT","N","","","","","","","","PRCS.FLDS","","","","249","","","","","10L","","","","","","","","5","","","","","","","Used by Colleague Transactions to indicate whether data for the element should , be sent into the Envision code, kept local, or be returned. This controls , whether the element will show up in the data contract of the Colleague , transaction and whether data will be serialized in/out of the AR.FVAR array of , the Envision code at runtime.","","","","","","","","","","","","","","","TOOLPDEF","","","0","2011-03-22","WEP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"PRCS.ELEMENT.DISPLAY.LINE","","","","","","N","A","N","2","","Row","R","","","","N","","","N","0","Y","N","","PRCS.FLDS","D","","","18","","","","MD0","2R","","","","","","","","0","","","","","","","Line on which this element is to appear","","","","","","","","","","","","","","","TOOLPDEF","PROCESS_ELEMENT_DISPLAY_LINE","","0","1987-08-27","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLPDEF_SQL"
"PRCS.ELEMENT.DISPLAY.SIZE","","","","","","N","A","N","2","","Disp Size","R","","","","N","","","N","0","Y","N","","PRCS.FLDS","D","","","16","","","","MD0","2R","","","","","","","","0","","","","","","","Size for display of a data element (null if same as in CDD)","","","","","","","","","","","","","","","TOOLPDEF","PROCESS_ELEMENT_DISPLAY_SIZE","","0","1987-08-27","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLPDEF_SQL"
"PRCS.ELEMENT.INPUT.SOURCE","","","","","","","A","N","60","","Input Source","L","","","","N","","","","","","","","PRCS.FLDS","D","","","24","","","","","60L","","","","","","","","0","","","","","","","Code for getting raw input for a process element (INPUT.DATA","","","","","","","","","","","","","","","TOOLPDEF","PROCESS_ELEMENT_INPUT_SOURCE","","0","1987-09-21","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLPDEF_SQL"
"PRCS.ELEMENT.SECURE.DISPLAY","","","","","","","A","N","3","$YN","","L","","$YN","","N","","","","","","","","PRCS.FLDS","D","","","233","","","","","3L","","","","","","","","1","","","","","","","Flag to secure input/output display of data for this, CDD element on this screen.  Overrides , DEFAULT.DISPLAY.SECURE on DEP.  Used to secure, fields like passwords.  Data entry is not echoed, and display is masked when this field is set., , If this field is set to ""Y"", the following will occur:, - the field will automatically have input source hook code that, sets FLD.NOECHO = 1.  This will make the entered data., - the field will automatically have a PROMPT_WIDE added to its input, source hook code with a prompt using the fields label.  But this, PROMPT_WIDE will only be added if there is no input source hook code, for this field and if this a non-phantom field., - the field will automatically have output editing hook code that, masks the data for display.  Any output editing hook code for this, field will be ignored and a warning will be issued on the SFLD/SEIO, screens., , A null value defaults to DEFAULT.DISPLAY.SECURE flag, on the CDD element on DEP.","","","","","","","","","","","","","","","TOOLPDEF","","","0","2006-12-08","JEP1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"PRCS.FLD.CDD.TEMPLATE","","","","","","","A","N","28","","","L","","","","N","","","","","","","","PRCS.FLDS","D","","","186","","","","","28L","","","","","","","","28","","","","","","","","","","","","","","","","","","","","","","TOOLPDEF","PRCS_FLD_CDD_TEMPLATE","","0","1995-09-26","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLPDEF_SQL"
"PRCS.FLD.INHERIT.CDD","","","","","","","A","N","28","","","L","","","","N","","","","","","","","PRCS.FLDS","D","","","188","","","","","28L","","","","","","","","28","","","","","","","","","","","","","","","","","","","","","","TOOLPDEF","PRCS_FLD_INHERIT_CDD","","0","1995-09-30","HHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLPDEF_SQL"
"PRCS.FLD.PROMPT.ORIENTATION","","","","","","","A","N","20","","","L","","","T","N","","","","","","","","PRCS.FLDS","D","","","183","","","","","20L","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","TOOLPDEF","PRCS_FLD_PROMPT_ORIENTATION","","0","1995-09-26","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLPDEF_SQL"
"PRCS.FLD.PROMPT.VARIABLE","","","","","","","A","N","28","","","L","","","","N","","","","","","","","PRCS.FLDS","D","","","184","","","","","28L","","","","","","","","28","","","","","","","","","","","","","","","","","","","","","","TOOLPDEF","PRCS_FLD_PROMPT_VARIABLE","","0","1995-09-26","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLPDEF_SQL"
"PRCS.FLD.SYNCH.WITH.FIELD","","","","","","","A","N","28","","","L","","","","N","","","","","","","","PRCS.FLDS","D","","","185","","","","","28L","","","","","","","","28","","","","","","","","","","","","","","","","","","","","","","TOOLPDEF","PRCS_FLD_SYNCH_WITH_FIELD","","0","1995-09-26","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLPDEF_SQL"
"PRCS.FLD.TEXT.FLD.OVERRIDE","","","","","","","A","N","10","","","L","","","L","N","","","","","","","","PRCS.FLDS","D","","","210","","","","","10L","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","TOOLPDEF","","","0","1998-03-31","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"PRCS.FLD.VALIDATE.THUS.FAR","","","","","","","A","N","3","$YN","","L","","$YN","","N","","","","","","","","PRCS.FLDS","D","","","206","","","","","3L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","TOOLPDEF","PRCS_FLD_VALIDATE_THUS_FAR","","0","1997-06-05","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLPDEF_SQL"
"PRCS.HOOKS.BLOCKED.IN.INQ","","","","","","","D","N","3","$YN","Block Post-Process Hooks when Inquiry","L","","$YN","Y","N","","","","","","","","","","","","189","","","","","3L","","","","","","","","1","","","","","","","Flag to allow skipping of post-process hooks when, a screen is made inquiry-only at run-time","","","","","","","","","","","","","","","TOOLPDEF","PROCESS_HOOKS_BLOCKED_IN_INQ","","0","1996-03-19","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLPDEF_SQL"
"PRCS.IS.ANONYMOUS.CTX","","","","","","","D","N","3","$YN","Anonymous","L","","$YN","Y","N","","","","","","","","","","","","255","","","","","3L","","","","","","","","1","","","","","","","Defines whether or not the transaction is allowed to run as an anonymous , transaction (ie, without having first logged in)","","","","","","","","","","","","","","","TOOLPDEF","","","0","2011-05-19","GJVDM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"PRCS.PRIMARY.NODELETE","","","","","","","D","N","3","$YN","","L","","$YN","","N","","","","","","","","","","","","207","","","","","3L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","TOOLPDEF","","","0","1997-07-08","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"PRCS.PROCESS.CLASS","","","","","","","D","N","10","","","L","","TRANSLATE ' '","","N","","","","","","","","","","","","122","","","","","10L","","","","","","","","1","","","","","","","Grouping for this menu item: report, maintenance, inq","","","Class","","","","","","","","","","","","TOOLPDEF","PRCS_PROCESS_CLASS","","0","1989-08-28","SKIP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","$VR.PROCESS.CLASSES","1","TOOLPDEF_SQL"
"PRCS.PROCESS.EXEC.TYPE","","","","","","","D","N","7","","","L","","TRANSLATE ' '","INFORM","N","","","","","","","","","","","","123","","","","","7L","","","","","","","","1","","","","","","","Type of execution: process, inform, etc.","","","Type","","","","","","","","","","","","TOOLPDEF","PRCS_PROCESS_EXEC_TYPE","","0","1989-08-28","SKIP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","$VR.PROCESS.EXECUTION.TYPES","1","TOOLPDEF_SQL"
"PRCS.RECORD.DELETE.IDS","","","","","","","L","N","28","","Primary Delete IDs","L","","","PERSON.ID","N","","","","","","","","","","","","108","","","","","28L","","","","","","","","28","","","","","","","This is a list of ID's (keys) for records to be deleted, when the record-delete function key is pressed.  The, primary record is an implied member of this list., Primary-Record-Delete (on SGP) must be set to (Y)es for, this list to have any meaning.  If it is not set to (Y)es,, then this list is ignored.","","","","","","","","","","","","","","","TOOLPDEF","PRCS_RECORD_DELETE_IDS","","0","1989-11-20","CONNIE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLPDEF_SQL"
"PRE.BREAK.HOOK","","","","","","","A","","72","","Pre-break Hook","L","","","FOR_EACH ASSOCIATED PROCESS MATCHING V.MAIN.PROCESS","","","","","","","","","BRKPNTS","D","","","119","","","","","72L","","","","","","","","72","","","","","","","This field contains code/inserts for modifying variables, which will be tested in breakpoint evaluation.","","","Pre-Break Code","","","","","","","","","","","","BPRCSDEF","PRE_BREAK_HOOK","","0","1989-08-29","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","BPRCSDEF_SQL"
"PRESENT.FILE.FIELDS","","","","","","","Q","N","28","$UC","Data Element Field Names","L","","","","N","","","","","","","","","","","DATA.ELEMENT","13","","","","","28L","","","","","","","","0","","","","","","","Alternate view of list of file fields.  This is used, with controller-on-the-fly to present a list of only, those positions that have a data field associated with, them.  This field is only used when on a screen and, should not have any actual data stored in the record.","","","","","","","","","","","","","","","TOOLFILE","PRESENT_FILE_FIELDS","","0","1994-04-27","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLFILE_SQL"
"PRIMARY.DELETE.ALLOWED","","","","","","","D","N","1","$YN","Allow Deletion of Primary Rec","L","","$YN","Y","N","","","","","","","","","","","","38","","","","","1L","","","","","","","","3","","","","","","","Y = Primary record may be deleted via this process","","","","","","","","","","","","","","","TOOLPDEF","PRIMARY_DELETE_ALLOWED","","0","1987-08-27","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLPDEF_SQL"
"PRLISTS.DATA","","","","","","","D","","32","","Files,Records for Point Release","L","","","FILE,RECORD","","","","","","","","","","","","","1","","","","","32L","","","","","","","","32","","","","","","","For each point release list record, there are one or more, fields with file,record combinations.  This field is, tied to the first one of these combinations and is used, primarily because a file must have at least one read, field to be correctly processed by the generators.","","","","","","","","","","","","","","","PRLISTS","","","0","1992-06-02","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"PRLISTS.KEY","","","","","","","K","","32","","Point Release List Name","L","","","LIST.NAME","","","","","","","","","","","","","0","","","","","32L","","","","","","","","32","","","","","","","A point release of an application can be created either, by automatically scanning for changes between accounts, or by manually entering lists of file/record combinations., Each record in this file contains one or more fields, with entries of the form 'file,recname'.","","","","","","","","","","","","","","","PRLISTS","","","0","1992-06-02","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"PROCESS.ALIAS.NAME","","","","","","","D","N","25","","","L","","","AdmissionsImport","N","","","","","","","","","","","","236","","","","","25L","","","","","","","","100","","","","","","","Used by Colleague Web Services to display a meaningful name when exposing , services to a 3rd-party client rather than the process ID.","","","","","","","","","","","","","","","TOOLPDEF","","","0","2009-05-21","DMIADMIN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"PROCESS.ALL.RETURN.LINKS","","","","","","","D","N","3","","","L","","","","N","","","","","","","","","","","","191","","","","","3L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","TOOLPDEF","PROCESS_ALL_RETURN_LINKS","","0","1996-04-26","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLPDEF_SQL"
"PROCESS.ALLOW.GROUP.MODE","","","","","","","D","N","3","$YN","","L","","$YN","N","N","","","","","","","","","","","","152","","","","","3L","","","","","","","","1","","","","","","","Group mode allows you at run time to group screens that, have identical key prompts together into one mnemonic., To disable the extra bits of code generated into all, screens to support this, enter No here.  This would, probably only be done if size of code is an issue.","","","","","","","","","","","","","","","TOOLPDEF","PROCESS_ALLOW_GROUP_MODE","","0","1993-11-29","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLPDEF_SQL"
"PROCESS.ARGUMENT.ALIAS.NAME","","","","","","","A","N","25","","","L","","","LastName","N","","","","","","","","PRCSSGP","","","","243","","","","","25L","","","","","","","","100","","","","","","","Used by Colleague Web Services to display a meaningful name when exposing , services to a 3rd-party client rather than exposing the argument name which , might , not be meaningful (i.e. A.LAST.NAME)","","","","","","","","","","","","","","","TOOLPDEF","","","0","2009-09-16","JEP1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"PROCESS.ARGUMENT.CAN.LOG","","","","","","","A","N","10","","","L","","","1","N","","","","","","","","PRCSSGP","","","","247","","","","","10L","","","","","","","","0","","","","","","","Specifies whether or not the type of data contained in the argument can be , included in a diagnostic log.","","","","","","","","","","","","","","","TOOLPDEF","","","0","2010-02-10","0001920","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"PROCESS.ARGUMENT.DATA.TYPE","","","","","","","A","N","10","","","L","","","Comments","N","","","","","","","","PRCSSGP","","","","237","","","","","10L","","","","","","","","10","","","","","","","Spec for the data type of the process arguments.  Used by Colleague Web , Services to better describe the data when exposing a service to a 3rd-party , client.","","","","","","","","","","","","","","","TOOLPDEF","","","0","2009-05-21","DMIADMIN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"PROCESS.ARGUMENT.DESCS","","","","","","","A","N","45","","Argument Description","L","","","","N","","","","","","","","PRCSSGP","D","","","72","","","","","45L","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","TOOLPDEF","PROCESS_ARGUMENT_DESCS","","0","1990-04-06","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLPDEF_SQL"
"PROCESS.ARGUMENT.DIRECTION","","","","","","","A","N","4","","","L","","","OUT","N","","","","","","","","PRCSSGP","","","","244","","","","","4L","","","","","","","","4","","","","","","","Identifies the flow of data into and out of the process. , Must be either ""IN"", ""OUT"", or ""BOTH"":,    IN   (used only to pass data in),    OUT (used only to pass data out),    BOTH (used to pass data both in and out)","","","","","","","","","","","","","","","TOOLPDEF","","","0","2010-02-10","0001920","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"PROCESS.ARGUMENT.NAMES","","","","","","","A","N","20","$UC","Argument Name","L","","","","N","","","","","","","","PRCSSGP","K","","","55","","","","","20L","","","","","","","","20","","","","","","","List of variable names used to receive data from calling pro","","","","","","","","","","","","","","","TOOLPDEF","PROCESS_ARGUMENT_NAMES","","0","1987-08-27","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLPDEF_SQL"
"PROCESS.ARGUMENT.NUM.COLS","","","","","","","A","N","4","","","R","","","3","N","","","","","","","","PRCSSGP","","","","239","","","","MD0","4R","","","","","","","","4","","","","","","","Specifies the number of columns that a matrix process argument has","","","","","","","","","","","","","","","TOOLPDEF","","","0","2009-05-21","DMIADMIN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"PROCESS.ARGUMENT.NUM.ROWS","","","","","","","A","N","4","","","R","","","2","N","","","","","","","","PRCSSGP","","","","238","","","","MD0","4R","","","","","","","","4","","","","","","","Specifies the number of rows that a matrix process argument has","","","","","","","","","","","","","","","TOOLPDEF","","","0","2009-05-21","DMIADMIN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"PROCESS.ARGUMENT.OUTPUT.CONV","","","","","","","A","N","10","","","L","","","D2/","N","","","","","","","","PRCSSGP","","","","242","","","","","10L","","","","","","","","10","","","","","","","Specifies the output conversion of each argument for a process","","","","","","","","","","","","","","","TOOLPDEF","","","0","2009-06-08","JEP1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"PROCESS.ARGUMENT.REQUIRED","","","","","","","A","N","3","","","L","","","1","N","","","","","","","","PRCSSGP","","","","245","","","","","3L","","","","","","","","1","","","","","","","Specifies whether or not the argument MUST pass in a non-null value.","","","","","","","","","","","","","","","TOOLPDEF","","","0","2010-02-10","0001920","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"PROCESS.ARGUMENT.VALIDATE","","","","","","","A","N","40","","","L","","","","N","","","","","","","","PRCSSGP","","","","248","","","","","40L","","","","","","","","40","","","","","","","Identifies the logic used by the generator to add validation logic to the , process (in the future)","","","","","","","","","","","","","","","TOOLPDEF","","","0","2010-02-10","0001920","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"PROCESS.BACK.ENABLED.FLAG","","","","","","","D","N","30","","Redisplay Behavior","L","","TRANSLATE "" - ""","Yes","N","","","","","","","","","","","","225","","","","","30L","","","","","","","","1","","","","","","","This flag is used by WebAdvisor to indicate whether, a process can be re-accessed if a user selects a web, browser's BackButton.","","","Redisplay Behavior","","","","","","","","","","","","TOOLPDEF","","","0","2004-03-01","LLK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","$VR.WEB.REDISPLAY.OPTIONS","0",""
"PROCESS.BATCH.DATA.EDIT","","","","","","","A","N","50","","","L","","","BATCH.DATA=V.VAR1+V.VAR12","N","","","","","","","","PRCS.FLDS","D","","","105","","","","","50L","","","","","","","","50","","","","","","","INFO/BASIC code to develop totals or to create GET_VARIABL, data.","","","Batch Data","","","","","","","","","","","","TOOLPDEF","","","0","2004-03-31","AGG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"PROCESS.BATCH.FILE.LOCKS","","","","","","","L","N","15","","","L","","","GL.ACCTS","N","","","","","","","","","","","","112","","","","","15L","","","","","","","","15","","","","","","","This is a list of files which are not to be modified by, other processes while this one is running.","","","","","","","","","","","","","","","TOOLPDEF","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"PROCESS.BATCH.PROCESS.LOCKS","","","","","","","L","N","8","","","L","","","GLBU01","N","","","","","","","","","","","","111","","","","","8L","","","","","","","","8","","","","","","","This is a list of processes which may not run while this, process is running.  A process may have its own name in, the list if only one copy of it is to run at a time.","","","Process Locks","","","","","","","","","","","","TOOLPDEF","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"PROCESS.BATCH.USER.LOCK","","","","","","","D","N","3","$YN","","L","","$YN","No","N","","","","","","","","","","","","110","","","","","3L","","","","","","","","1","","","","","","","This flag (Y/N) determines whether a process may be, interupted while it runs from a user's terminal.","","","BrkOff","","","","","","","","","","","","TOOLPDEF","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"PROCESS.BREAK.BASE.TOT.LEVEL","","","","","","N","L","N","2","","PRINT_TOTAL Base Level","R","","","4","N","","","N","0","N","N","","","","","","126","","","","MD0","2R","","","","","","","","2","","","","","","","This is the total-level at which the break sequence starts","","","BrkTotLvl","","","","","","","","","","","","TOOLPDEF","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"PROCESS.BREAK.DATA.ELEMENTS","","","","","","","A","N","28","","[Break Data Elements]","L","","","BUDGET.OFFICER","N","","","","","","","","PBRKPNTS","D","","","120","","","","","28L","","","","","","","","28","","","","","","","This is a list of CDD data elements associated with this, break-point","","","Break Point Elements","","","","","","","","","","","","TOOLPDEF","","","0","2004-03-31","AGG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","0",""
"PROCESS.BREAK.ELEMENT.HOOK","","","","","","","A","N","72","","[Break Point Hook]","L","","","IF V.OFFICER NE '' THEN","N","","","","","","","","PBRKPNTS","D","","","121","","","","","72L","","","","","","","","72","","","","","","","This is code/inserts to be executed whenever this elements, contents change.","","","Break Data Element Hook","","","","","","","","","","","","TOOLPDEF","","","0","2004-03-31","AGG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"PROCESS.BREAK.POINT.VARIABLE","","","","","","","A","N","16","$UC","","L","","","ACCOUNT.NUMBER","N","","","","","","","","PBRKPNTS","K","","","118","","","","","16L","","","","","","","","16","","","","","","","This is the name by which a break point is known in a, batch process.","","","Break Point Name","","","","","","","","","","","","TOOLPDEF","","","0","2004-03-31","AGG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"PROCESS.BREAK.PRINT.TOT.LINE","","","","","","N","L","N","2","","PRINT_TOTAL Lines","R","","","2","N","","","N","0","N","N","","","","","","127","","","","MD0","2R","","","","","","","","2","","","","","","","This is the logical total line containing the totals to, be printed whenever a break is taken.","","","PrtTotLin","","","","","","","","","","","","TOOLPDEF","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"PROCESS.BRK.BLNK.TRAIL.LINES","","","","","","N","L","N","2","","Post-total Blank Lines","R","","","2","N","","","N","0","N","N","","","","","","128","","","","MD0","2R","","","","","","","","2","","","","","","","The number of blank lines that should separate a set of, break point totals and the next set of detail lines.","","","SepLin","","","","","","","","","","","","TOOLPDEF","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
