"DATA.ELEMENT","COMPUTED.COLUMN.CODE","CONVERTED.FROM","DATA.TYPE","DATABASE.USAGE.TYPE","DEFAULT.DISPLAY.SECURE","DEFAULT.DISPLAY.SIZE","DEFAULT.INPUT.PROMPT","DEFAULT.SAMPLE.DATA","DEFAULT.ZERO.PAD","DERIVED.SEC.PTR","DT1","DT2","DT3","DT4","DT5","ELEMENT.ASSOC.NAME","ELEMENT.ASSOC.TYPE","ELEMENT.POINTED.FROM","ELEMENT.POINTED.TO","FIELD.PLACEMENT","INFORM.CONVERSION.STRING","INFORM.FORMAT.STRING","MAXIMUM.STORAGE.SIZE","PURPOSE","REPORT.HEADER","SOURCE","TRUNCATION.FLAG","VALIDATION.TABLE","TOOLCDD.ADD.DATE","TOOLCDD.ADD.OPERATOR","TOOLCDD.CHANGE.DATE","TOOLCDD.CHANGE.OPERATOR","DataDatetime"
"TOOLRES.BLK.DATA","","","","A","","28","Block Data","LAST.NAME","","","","","","","","RESBLK","D","","","13","","28L","28","Dictionary Element or Constant or Sub-Valued combination, used to develop the information to be used for this, resolution Block.","Block Data","TOOLRES","","","1989-12-18","SKIP","","","2020-06-01T17:13:41.436Z"
"TOOLRES.BLK.ID","","","","A","","1","Block Identifier","a","","","","","","","","RESBLK","K","","","9","","1L","1","Letter (a-Z) used to display placement of this block","B","TOOLRES","","","1989-12-04","SKIP","","","2020-06-01T17:13:41.842Z"
"TOOLRES.CHANGED","","","D","D","","8","Changed","11/30/89","","","N","2","/","","","","","","","4","D2/","8R","6","CHANGE.DATE support (NON-MIO support)","Changed","TOOLRES","","","1989-12-01","SKIP","","","2020-06-01T17:13:41.717Z"
"TOOLRES.CHANGED.BY","","","","D","","8","Changed By","SKIP","","","","","","","","","","","","5","","8L","8","CHANGE.OPERATOR support (NON-MIO)","Changed By","TOOLRES","","","1989-12-01","SKIP","","","2020-06-01T17:13:41.373Z"
"TOOLRES.COL","","","N","A","","3","Block Column","20","","","N","0","N","N","","RESBLK","D","","","11","MD0","3R","3","Block Starting Column","BC#","TOOLRES","","","1989-12-04","SKIP","","","2020-06-01T17:13:41.326Z"
"TOOLRES.CONV","","","","A","","10","Block Conversion","MD2,-","","","","","","","","RESBLK","D","","","24","","10L","20","Output Conversion for this Resolution Block","Blk OCONV","TOOLRES","","","1989-12-04","SKIP","","","2020-06-01T17:13:41.576Z"
"TOOLRES.CONV.TYPE","","","","A","","7","Block Conversion Type","N","","","","","","","","RESBLK","D","","","18","","7L","1","The semantic value of this element (date, number, etc","","TOOLRES","","","1987-08-21","RGH","","","2020-06-01T17:13:41.873Z"
"TOOLRES.DESCRIPTION","","","","D","","50","Description","Preferred GL.ACCTS Resolution for this University","","","","","","","","","","","","6","","50L","50","Description of this Resolution","Description","TOOLRES","","","1989-12-01","SKIP","","","2020-06-01T17:13:41.982Z"
"TOOLRES.DT1","","","","A","","7","","Y","","","","","","","","RESBLK","D","","","19","","7L","1","Modifier for DATA.TYPES (MD=comma) (T=)","","TOOLRES","","","1987-11-03","RGH","","","2020-06-01T17:13:41.482Z"
"TOOLRES.DT2","","","","A","","7","","2","","","","","","","","RESBLK","D","","","20","","7L","1","Modifier for DATA.TYPES (MD=scale) (T=12/24) (D=year)","","TOOLRES","","","1987-11-03","RGH","","","2020-06-01T17:13:41.482Z"
"TOOLRES.DT3","","","","A","","7","","/","","","","","","","","RESBLK","D","","","21","","7L","1","DATA.TYPE modifier: (MD=","","TOOLRES","","","1987-11-03","RGH","","","2020-06-01T17:13:41.498Z"
"TOOLRES.DT4","","","","A","","0","","","","","","","","","","RESBLK","D","","","22","","","1","DATA.TYPE modifier: (MD=","","TOOLRES","","","1987-11-03","RGH","","","2020-06-01T17:13:41.498Z"
"TOOLRES.DT5","","","","A","","0","","","","","","","","","","RESBLK","D","","","23","","","1","DATA.TYPE modifier","","TOOLRES","","","1987-11-03","RGH","","","2020-06-01T17:13:41.498Z"
"TOOLRES.EXTR","","","","A","","12","Block Data Extract","*3","","","","","","","","RESBLK","D","","","17","","12L","12","Field extraction command associated with a Data Element, or constant (hardly!) in a Block Display formula","FIELD Extract","TOOLRES","","","1989-12-04","SKIP","","","2020-06-01T17:13:41.842Z"
"TOOLRES.FMT","","","","A","","30","Block Format","L######","","","","","","","","RESBLK","D","","","16","","30L","30","Generated FMT string using Justification and Length","","TOOLRES","","","1989-12-04","SKIP","","","2020-06-01T17:13:41.732Z"
"TOOLRES.FNAME","","","","D","","8","Resolution File Name","GL.ACCTS","","","","","","","","","","","","1","","8L","18","Identifies the DICTionary used to display the fields, displayed by the resolution processor (S.RESOLVE.LIST)","FileName","TOOLRES","","","1989-12-01","SKIP","","","2020-06-01T17:13:41.467Z"
"TOOLRES.HEADING","","","","D","","68","Resolution Heading","ID     Description              Changed By","","","","","","","","","","","","30","","68L","68","User specification for Resolution Column Heading","Heading","TOOLRES","","","1989-12-04","SKIP","","","2020-06-01T17:13:41.404Z"
"TOOLRES.ID","","","","K","","20","Resolution ID","GL.ACCTS","N","","","","","","","","","","","0","","20L","20","ID to the File Resolution item contained in the, appl.PARMS file.","Resolution ID","TOOLRES","","","1989-12-01","SKIP","","","2020-06-01T17:13:41.436Z"
"TOOLRES.JST","","","","A","","8","Block Justification","L","","","","","","","","RESBLK","D","","","15","","8L","5","Used to generate the TOOLRES.FMT string","BJ","TOOLRES","","","1989-12-04","SKIP","","","2020-06-01T17:13:41.576Z"
"TOOLRES.KEY.SUBR","","","","D","","30","Key Subroutine","ZERO9","","","","","","","","","","","","7","","30L","30","Optional name of the subroutine used to normalize the, resolved Key(s)","Key Subroutine","TOOLRES","","","1989-12-01","SKIP","","","2020-06-01T17:13:41.670Z"
"TOOLRES.LGTH","","","N","A","","3","Block Length","30","","","N","0","N","N","","RESBLK","D","","","12","MD0","3R","3","Lenth of the Resolution Block","BLgth","TOOLRES","","","1989-12-04","SKIP","","","2020-06-01T17:13:41.420Z"
"TOOLRES.LINE","","","N","A","","2","Block Line Number","2","","","N","0","N","N","","RESBLK","D","","","10","MD0","2R","2","Block Line Number","BL#","TOOLRES","","","1989-12-04","SKIP","","","2020-06-01T17:13:41.639Z"
"TOOLRES.MAX.LINES","","","N","D","","2","Lines per Block","3","","","N","0","N","N","","","","","","8","MD0","2R","2","Lines each resolution block will take 1-10","LPB","TOOLRES","","","1989-12-04","SKIP","","","2020-06-01T17:13:41.342Z"
"TOOLRES.TITLE","","","","D","","40","Resolution Title","General Ledger Accounts Resolution","","","","","","","","","","","","31","","40L","40","User Specification of Resolution Screen Title","Title","TOOLRES","","","1989-12-04","SKIP","","","2020-06-01T17:13:42.076Z"
"TOOLRESO.ADD.ALLOWED","","","","D","","3","Allow Add Option On Resolution","","","","","","","","","","","","","35","","3L","1","A value of Yes will allow a 'A' for add to be specified, on the resolution screen if none of the available choices, is desired.  This allows forcing resolution before an add, can occur, thus helping to keep down duplication.","","TOOLRESO","N","","1991-06-27","ALEX","","","2020-06-01T17:13:41.998Z"
"TOOLRESO.ADDED","","","D","D","","8","Added [on]","11/30/89","N","","N","2","/","","","","","","","2","D2/","8R","6","ADD.DATE for these items (NON-MIO supported!)","Added On","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.936Z"
"TOOLRESO.ADDED.BY","","","","D","","8","Added [by]","SKIP","N","","","","","","","","","","","3","","8L","8","ADD.OPERATOR support (NON-MIO supported!)","Added By","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.764Z"
"TOOLRESO.ALT.FILE","","","","D","","3","Alternate Sort/Select File","ALT.FILE","","","","","","","","","","","","44","","3L","1","This field was added to enhance the functioning of virtual, file I/O.  It allows performing actual sort/selects against, a file other than the primary lookup file.","","TOOLRESO","","","1991-11-25","ALEX","","","2020-06-01T17:13:41.654Z"
"TOOLRESO.ATTR","","","","A","","50","Attribute","2|', '|3|' '|4","","","","","","","","RESOBLK","D","","","14","","50L","50","Compiled (DICTionary names converted to ATTR#) version, of TOOLRESO.BLK.DATA","","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.420Z"
"TOOLRESO.BLK.DATA","","","","A","","28","Block Data","LAST.NAME","N","","","","","","","RESOBLK","D","","","13","","28L","500","Dictionary Element or Constant or Sub-Valued combination, used to develop the information to be used for this, resolution Block.","Block Data","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.342Z"
"TOOLRESO.BLK.HEADER","","","","A","","70","","Key","","","","","","","","RESOBLK","D","","","46","","70L","0","Currently used as a source of field label in GUI.","","TOOLRESO","","","1994-10-12","ALEX","","","2020-06-01T17:13:41.811Z"
"TOOLRESO.BLK.ID","","","","A","","1","Block Identifier","a","","","","","","","","RESOBLK","K","","","9","","1L","1","Letter (a-Z) used to display placement of this block","B","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.811Z"
"TOOLRESO.CHANGED","","","D","D","","8","Changed [on]","11/30/89","N","","N","2","/","","","","","","","4","D2/","8R","6","CHANGE.DATE support (NON-MIO support)","Changed","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.373Z"
"TOOLRESO.CHANGED.BY","","","","D","","8","Changed [by]","SKIP","N","","","","","","","","","","","5","","8L","8","CHANGE.OPERATOR support (NON-MIO)","Changed By","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.436Z"
"TOOLRESO.COL","","","N","A","","3","Column","20","","","N","0","N","N","","RESOBLK","D","","","11","MD0","3R","3","Block Starting Column","BC#","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:42.061Z"
"TOOLRESO.CONV","","","","A","","14","Conversion","MD2,-","","","","","","","","RESOBLK","D","","","24","","14L","20","Output Conversion for this Resolution Block","Blk OCONV","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.904Z"
"TOOLRESO.CONV.TYPE","","","","A","","7","","N","","","","","","","","RESOBLK","D","","","18","","7L","1","The semantic value of this element (date, number, etc","","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.654Z"
"TOOLRESO.DESCRIPTION","","","","D","","50","Description","Preferred GL.ACCTS Resolution for this University","","","","","","","","","","","","6","","50L","50","Description of this Resolution","Description","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.779Z"
"TOOLRESO.DICT.MNEMONIC","","","","A","","5","Item","M|A","","","","","","","","RESODICT","K","","","32","","5L","5","Provide short Mnemonics for ;XX LookUp Input","","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.779Z"
"TOOLRESO.DICT.NAME","","","","A","","28","Dictionary Name","DEFAULT.MENU.MNEMONIC|ANALYST","","","","","","","","RESODICT","D","","","33","","28L","28","","","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.982Z"
"TOOLRESO.DT1","","","","A","","7","","Y","","","","","","","","RESOBLK","D","","","19","","7L","1","Modifier for DATA.TYPES (MD=comma) (T=)","","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.436Z"
"TOOLRESO.DT2","","","","A","","7","","2","","","","","","","","RESOBLK","D","","","20","","7L","1","Modifier for DATA.TYPES (MD=scale) (T=12/24) (D=year)","","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.436Z"
"TOOLRESO.DT3","","","","A","","7","","/","","","","","","","","RESOBLK","D","","","21","","7L","1","DATA.TYPE modifier: (MD=","","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.436Z"
"TOOLRESO.DT4","","","","A","","0","","","","","","","","","","RESOBLK","D","","","22","","","1","DATA.TYPE modifier: (MD=","","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.451Z"
"TOOLRESO.DT5","","","","A","","0","","","","","","","","","","RESOBLK","D","","","23","","","1","DATA.TYPE modifier","","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.451Z"
"TOOLRESO.EXTR","","","","A","","12","Block Data Extract","*3","","","","","","","","RESOBLK","D","","","17","","12L","12","Field extraction command associated with a Data Element, or constant (hardly!) in a Block Display formula","FIELD Extract","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.342Z"
"TOOLRESO.FIELDS","","","","A","","30","","","N","","","","","","","RESOBLK","D","","","50","","30L","500","This is a list of fields which are used in the, resolution block data. It is used for database access, where the SELECT can also retrieve the data fields., It is built internally on UTRD or LURS.","","TOOLRESO","","","2003-07-18","LHS","","","2020-06-01T17:13:41.670Z"
"TOOLRESO.FMT","","","","A","","30","","L######","","","","","","","","RESOBLK","D","","","16","","30L","30","Generated FMT string using Justification and Length","","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.701Z"
"TOOLRESO.FNAME","","","","D","","25","Resolution File","GL.ACCTS","N","","","","","","","","","","","1","","25L","25","Identifies the DICTionary used to display the fields, displayed by the resolution processor (S.RESOLVE.LIST)","FileName","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.389Z"
"TOOLRESO.HEADING","","","","L","","70","[Heading]","ID     Description              Changed By","","","","","","","","","","","","30","","70L","70","User specification for Resolution Column Heading","Heading","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.889Z"
"TOOLRESO.ID","","","","K","","50","Resolution ID","GL.ACCTS","N","","","","","","","","","","","0","","50L","50","ID to the File Resolution item contained in the, appl.PARMS file.","Resolution ID","TOOLRESO","","","1989-12-01","SKIP","","","2020-06-01T17:13:41.592Z"
"TOOLRESO.JST","","","","A","","8","Justification","L","","","","","","","","RESOBLK","D","","","15","","8L","5","Used to generate the TOOLRESO.FMT string","BJ","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.529Z"
"TOOLRESO.KEY.SUB","","","","A","","25","","CONVERT.ROUTINE","","","","","","","","RESOBLK","D","","","26","","25L","25","The resolution screen can display data from other files., You may specify a subroutine to convert the primary key, to some other value so as to be able to read a different, file record or to display the converted key directly.","","TOOLRESO","N","","1991-06-27","ALEX","","","2020-06-01T17:13:41.326Z"
"TOOLRESO.KEY.SUBR","","","","D","","30","Key Subroutine","ZERO9","","","","","","","","","","","","7","","30L","30","Optional name of the subroutine used to normalize the, resolved Key(s)","Key Subroutine","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.545Z"
"TOOLRESO.LGTH","","","N","A","","3","Length","30","","","N","0","N","N","","RESOBLK","D","","","12","MD0","3R","3","Lenth of the Resolution Block","BLgth","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.748Z"
"TOOLRESO.LIMIT.ITEMS","","","","D","","3","Only Allow Table Items","","","","","","","","","","","","","38","","3L","1","If you enter (Y)es, when doing a LookUp using dictionary, items, you will only be allowed to use the translation, values entered in the table instead of being able to use, any dictionary item you want.","","TOOLRESO","N","","1991-06-27","ALEX","","","2020-06-01T17:13:41.748Z"
"TOOLRESO.LINE","","","N","A","","2","Line","2","N","","N","0","N","N","","RESOBLK","D","","","10","MD0","2R","2","Block Line Number","BL#","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.936Z"
"TOOLRESO.LIST.SUBR","","","","D","","25","Key List Conversion Subroutine","","","","","","","","","","","","","39","","25L","25","Optional subroutine to call after list of keys is, obtained but before resolution displays.","","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.514Z"
"TOOLRESO.MAX.HEADER","","","","D","","2","","2","","","","","","","","","","","","25","","2R","2","The header on the resolution screen is user definable, and can be from 1 to 6 lines long.","","TOOLRESO","N","","1991-06-27","ALEX","","","2020-06-01T17:13:42.045Z"
"TOOLRESO.MAX.LINES","","","N","D","","2","Maximum Lines","3","","","N","0","N","N","","","","","","8","MD0","2R","2","Lines each resolution block will take 1-10","LPB","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.904Z"
"TOOLRESO.NOHITS.SUBROUTINE","","","","D","","40","","","","","","","","","","","","","","36","","40L","40","The subroutine specified here will be called if no hits, occur on standard selection logic.  This subroutine has, the same calling structure as S.SELECT.LISTS and should, return either a valid list of keys if any or null if it, also fails to find any hits.","","TOOLRESO","N","","1991-06-27","ALEX","","","2020-06-01T17:13:41.857Z"
"TOOLRESO.PASSCOM","","","","D","","3","Semi-secret field to turn on PASSCOM","Y","","","","","","","","","","","","43","","3L","1","UNIDATA has very silly feature called PASSCOM that needs, to be used if common areas are to be passed accross an, EXECUTE statement.  Thus to get an I-descriptor subroutine, access to common this modifier must be part of the execute, of the select statement:  Problem is this is SLOW!, Solution:  By default PASSCOM is not used, if it is, needed in a particular resolution, set this field to, Y, y or 1.  Currently only Benefactor turns this on.","","TOOLRESO","","","1991-11-25","ALEX","","","2020-06-01T17:13:41.529Z"
"TOOLRESO.SCREEN","","","","D","","32","Resolution Screen","UTRESO","","","","","","","","","","","","45","","32L","32","Normally the default resolution screen UTRESO is good, enough.  If performance is an major issue or a custom, format is required, then you may specify the name of, a cataloged screen to use in it's place.  Note that this, screen must support the same interface UTRESO uses.","","TOOLRESO","","","1992-04-16","ALEX","","","2020-06-01T17:13:41.904Z"
"TOOLRESO.SELECT.CRITERIA","","","","D","","70","","","","","","","","","","","","","","37","","70L","70","","","TOOLRESO","N","","1991-06-27","ALEX","","","2020-06-01T17:13:41.873Z"
"TOOLRESO.SELECT.FILE.PROMPT","","","","D","","3","Issue a Warning on File Selects","","","","","","","","","","","","","40","","3L","1","This option allows the analyst to issue a warning to the, user before a lookup prompt executes a select of an entire, file. If set to yes the user is issued a warning if, none of the selection criteria is indexed. If the user, enters only the ""..."" prompt this prompt is bypassed.","","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.514Z"
"TOOLRESO.SINGLE.HIT","","","","D","","3","Single Hit Requires Resolution","","","","","","","","","","","","","34","","3L","1","If you do not want a single value selected to be assumed, to be what you want, a value of Yes for this field will, force a call to the resolution screen even if only 1 hit., Typing an actual key instead of a LookUp ... specification, will be considered equivalent to 1 hit and will resolve.","","TOOLRESO","N","","1991-06-27","ALEX","","","2020-06-01T17:13:41.592Z"
"TOOLRESO.SORT.FIELD","","","","A","","25","Sort Field","","","","","","","","","RESOSRT","K","","","27","","25L","28","Dictionary name of the field to be sorted","","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.436Z"
"TOOLRESO.SORT.ORDER","","","","A","","20","Order","","","","","","","","","RESOSRT","D","","","28","","20L","9","Valid INFORM(tm) sort order (CODED)","","TOOLRESO","","$VR.QBE.SORT.MODIFIERS","1991-06-27","ALEX","","","2020-06-01T17:13:41.811Z"
"TOOLRESO.SORT.STATEMENT","","","","D","","72","","BY LAST BY FIRST","","","","","","","","","","","","29","","72L","72","Redundant data field used to hold the generated, Sort statement specified by the RESSRT Association.","","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:42.061Z"
"TOOLRESO.STATUS","","","","D","","20","Release Status","Active","","","","","","","","","","","","41","","20L","1","The resolution status is used by release procedures to, determine how to treat this resolution during a release.","Resolutn Status","TOOLRESO","Y","$VR.PROCESS.STATUSES","1991-06-27","ALEX","","","2020-06-01T17:13:41.654Z"
"TOOLRESO.SUPPRESS.NEW.MSG","","","","D","","72","No Add New Key Message Suppress/Override.","""Key not found, hit RETURN to retry""","","","","","","","","","","","","42","","72L","72","By default when not in add mode a new key will issue a, warning message.  This field can be used to suppress that, message, or an alternate string can be specified by, putting quotes around it.","No Add New Key Message Suppress/Override","TOOLRESO","N","","1991-10-10","ALEX","","","2020-06-01T17:13:41.826Z"
"TOOLRESO.TITLE","","","","D","","40","Resolution Title","General Ledger Accounts Resolution","","","","","","","","","","","","31","","40L","40","User Specification of Resolution Screen Title","Title","TOOLRESO","","","1991-06-27","ALEX","","","2020-06-01T17:13:41.998Z"
"TOOLSRC.F1","","","","D","","1","","","","","","","","","","","","","","1","","1L","1","Field 1 of appl.ENV file.  Only here to cause generator, to produce write code.","","TOOLSRC","","","1991-01-15","ALEX","","","2020-06-01T17:13:41.529Z"
"TOOLSRC.ID","","","","K","","32","","","","","","","","","","","","","","0","","32L","32","Key to appl.SOURCE file.","","TOOLSRC","","","1991-01-15","ALEX","","","2020-06-01T17:13:41.592Z"
"TOOLSYS.ACTION","","","","D","","30","Record Action","","N","","","","","","","","","","","2","","30L","2","","Compile","TOOLSYS","","$VR.TOOLSYS.ACTIONS","1990-12-03","ALEX","","","2020-06-01T17:13:41.373Z"
"TOOLSYS.ACTUAL.KEY","","","","D","","60","System Actual Key","","","","","","","","","","","","","17","","60L","0","Actual un-truncated key for App.SYSTEM records","System Actual Key","TOOLSYS","","","1990-12-03","ALEX","","","2020-06-01T17:13:41.936Z"
"TOOLSYS.ADD.DATE","","","D","D","","8","System Add Date","","","","N","2","/","","","","","","","9","D2/","8R","4","Date record was added to the file","Add-Date","TOOLSYS","","","1990-12-03","ALEX","","","2020-06-01T17:13:41.639Z"
"TOOLSYS.ADD.OPERATOR","","","","D","","6","","","","","","","","","","","","","","18","","6L","0","List of users who have changed this record","","TOOLSYS","","","1990-12-03","ALEX","","","2020-06-01T17:13:41.842Z"
"TOOLSYS.ALIAS","","","","L","","10","Process Alias","","","","","","","","","","","","","21","","10L","10","Alternate name for process such as mnemonic.","Alias","TOOLSYS","","","1990-12-28","ALEX","","","2020-06-01T17:13:41.904Z"
"TOOLSYS.ALTERNATE.FILE","","","","D","","32","Alternate File","REL.ACCT.PARMS","","","","","","","","","","","","22","","32L","32","","","TOOLSYS","","","1991-05-29","RGH","","","2020-06-01T17:13:41.404Z"
"TOOLSYS.APPL.MEMBER","","","","L","","6","Application(s) Record is a Member of.","TOOL","","","","","","","","","","","","19","","6L","0","Even though a record is defined in one application, it may, be required by some other application, for example CDD, elements from UT are needed if TOOL is present.  This, field documents what these other applications are.  Each, application listed here will contain in its own, appl.SYSTEM file meaningful information about the record., Note that is meaningless to specify the application the, record is defined in here.","","TOOLSYS","","","1990-12-26","ALEX","","","2020-06-01T17:13:41.920Z"
"TOOLSYS.APPLICATION","","","","D","","6","Application","","","","","","","","","","","","","1","","6L","0","","","TOOLSYS","","","1990-12-03","ALEX","","","2020-06-01T17:13:41.795Z"
"TOOLSYS.CATALOG","","","","D","","10","Catalog Disposition","","","","","","","","","","","","","3","","10L","0","","","TOOLSYS","","$VR.PROCESS.CATALOG.TYPES","1990-12-03","ALEX","","","2020-06-01T17:13:41.889Z"
"TOOLSYS.CHANGE.DATE","","","D","L","","8","On","","","","N","2","/","","","","","","","15","D2/","8R","0","List of dates when this record was changed","","TOOLSYS","","","1990-12-03","ALEX","","","2020-06-01T17:13:41.998Z"
"TOOLSYS.CHANGE.OPERATOR","","","","L","","6","Change Operators","","","","","","","","","","","","","14","","6L","0","List of users who have changed this record","","TOOLSYS","","","1990-12-03","ALEX","","","2020-06-01T17:13:41.873Z"
"TOOLSYS.CHANGED.ITEMS","","","","L","","32","Changed Items","U00BUTMENU","","","","","","","","","","","","28","","32L","32","List of implied system items associated with this one that, have changed.  Only filled when running in automatic point, release mode., , Note these system records do not actually exist in the, system file.","Changed Items","TOOLSYS","","","1992-06-17","ALEX","","","2020-06-01T17:13:41.670Z"
"TOOLSYS.CHANGED.NEW","","","","D","","3","","","","","","","","","","","","","","29","","3L","1","","","TOOLSYS","","","1993-08-05","ALEX","","","2020-06-01T17:13:41.670Z"
"TOOLSYS.COMMENTS","","","","C","","80","System Comments","","N","","","","","","","","","","","10","","80L","0","Any information pertinent to this record","Comments","TOOLSYS","","","1990-12-03","ALEX","","","2020-06-01T17:13:41.467Z"
"TOOLSYS.COPY.TO.VOC","","","","D","","3","","","","","","","","","","","","","","5","","3L","0","Controls if record is to be added to Release Lists","Voc","TOOLSYS","","","1990-12-03","SLT","","","2020-06-01T17:13:42.014Z"
"TOOLSYS.FILE.NAME","string xResult1; , xResult1 = (vToolsysKeyId).Substring(1, 1, ""*"");, return xResult1;","","","I","","32","","","","","","","","","","","","","","0","","32L","0","4 digit file cross reference number translated to, actual file name through FILECODES.","File Name","TOOLSYS","","","1991-05-08","ALEX","","","2020-06-01T17:13:42.014Z"
"TOOLSYS.HOOK.LINES.OF.CODE","","","","D","","5","Hook Lines","123","","","","","","","","","","","","25","","5R","5","This field contains the total number lines used in any, process hooks for processes.  Only valid for PRCS.DEF.","Hook Lines","TOOLSYS","","","1991-12-26","ALEX","","","2020-06-01T17:13:41.467Z"
"TOOLSYS.INFORMATION.RELEASE","","","","L","","10","Platform Flag","","","","","","","","","","","","","16","","10L","0","list of compatable system operating releases","","TOOLSYS","","","1990-12-03","ALEX","","","2020-06-01T17:13:42.045Z"
"TOOLSYS.INS.LINES.OF.CODE","","","","D","","5","Insert Lines","123","","","","","","","","","","","","26","","5R","5","This field contains the total number lines of code, used inside of inserts.","Insert Lines","TOOLSYS","","","1991-12-26","ALEX","","","2020-06-01T17:13:42.045Z"
"TOOLSYS.ITEM.CHANGED","","","","D","","3","","Y","","","","","","","","","","","","30","","3L","1","To help determine what has changed on a release this flag, is set for each record that has changed.  Implied or, related pieces will not set the flag for a record; the, record itself changing is the only way this flag is set.","Item Changed","TOOLSYS","","","1994-09-14","ALEX","","","2020-06-01T17:13:41.857Z"
"TOOLSYS.KEY.ID","","","","K","","32","appl.SYSTEM Key ID","1234RECORD","N","","","","","","","","","","","0","","32L","60","The key to the appl.SYSTEM file used to be a standard, two-part key consisting of key fields SYSTEM.FILE.ID, and SYSTEM.RECORD.ID.  This however automatically put, out an '*' between the key components.  The new format, of the appl.SYSTEM file calls for no '*' so we have to, use a single manually concatenated key id.","","TOOLSYS","","","1990-12-03","ALEX","","","2020-06-01T17:13:41.561Z"
"TOOLSYS.MAIN.LINES.OF.CODE","","","","D","","5","Main Lines","123","","","","","","","","","","","","24","","5R","5","This field contains the total number lines of code in, the main process.  Valid for PRCS.DEF and inserts only.","Main Lines","TOOLSYS","","","1991-12-26","ALEX","","","2020-06-01T17:13:41.779Z"
"TOOLSYS.MODULES","","","","L","","13","Release Modules","","","","","","","","","","","","","11","","13L","0","List of modules that this item belongs with","Modules","TOOLSYS","","$VR.ALL.MODULES","1990-12-03","ALEX","","","2020-06-01T17:13:41.311Z"
"TOOLSYS.MOVE.DATES","","","D","L","","8","","9500","","","N","2","/","","","","","","","6","D2/","8RMove Dates","0","List of dates this item was moved","Move Dates","TOOLSYS","","","1990-12-03","ALEX","","","2020-06-01T17:13:41.514Z"
"TOOLSYS.OVERWRITE","","","","D","","3","Overwrite Flag","","","","","","","","","","","","","8","","3L","0","","Ovr","TOOLSYS","","","1990-12-03","ALEX","","","2020-06-01T17:13:41.654Z"
"TOOLSYS.PHASE","","","","D","","12","Phase Generated By","Y","","","","","","","","","","","","23","","12L","1","This is a flag that is set by SYVU when a system record, is generated by it.  This allows SYVU to clear out all, records that are system generated before running in order, to catch obsolete items.  SYSM which mantains manual, changes is usually called upon to clear this flag so that, SYVU will not touch the record again.","Phase","TOOLSYS","","$VR.SYSVER.TYPES","1991-09-09","ALEX","","","2020-06-01T17:13:41.889Z"
"TOOLSYS.RECORD.ID","string xResult1; , if (Is(vToolsysActualKey)) {,  xResult1 = vToolsysActualKey;, } else {,  xResult1 = ((vToolsysKeyId).Substring(2, 99, ""*"")).ToDelimitedString((253).Char());, }, return xResult1;","","","I","","32","","","","","","","","","","","","","","0","","32L","0","Record name of system record.","Record Name","TOOLSYS","","","1991-05-08","ALEX","","","2020-06-01T17:13:41.639Z"
"TOOLSYS.RECORD.TYPES","","","","L","","1","","S}C","","","","","","","","","","","","20","","1L","1","This is a multi-valued list of process type codes that, identifies what types of processes include this insert, (screen, cdd hook, etc.).  This is used for statistics.","","TOOLSYS","","","1991-12-26","ALEX","","","2020-06-01T17:13:41.873Z"
