"DATA.ELEMENT","COMPUTED.COLUMN.CODE","CONVERTED.FROM","DATA.TYPE","DATABASE.USAGE.TYPE","DEFAULT.DISPLAY.SECURE","DEFAULT.DISPLAY.SIZE","DEFAULT.INPUT.PROMPT","DEFAULT.SAMPLE.DATA","DEFAULT.ZERO.PAD","DERIVED.SEC.PTR","DT1","DT2","DT3","DT4","DT5","ELEMENT.ASSOC.NAME","ELEMENT.ASSOC.TYPE","ELEMENT.POINTED.FROM","ELEMENT.POINTED.TO","FIELD.PLACEMENT","INFORM.CONVERSION.STRING","INFORM.FORMAT.STRING","MAXIMUM.STORAGE.SIZE","PURPOSE","REPORT.HEADER","SOURCE","TRUNCATION.FLAG","VALIDATION.TABLE","TOOLCDD.ADD.DATE","TOOLCDD.ADD.OPERATOR","TOOLCDD.CHANGE.DATE","TOOLCDD.CHANGE.OPERATOR","DataDatetime"
"TOOLSYS.RELEASE.ACTION","","","","D","","25","Release Action","","N","","","","","","","","","","","4","","25L","0","","Rel-Action","TOOLSYS","","$VR.RELEASE.ACTIONS","1990-12-03","ALEX","","","2020-06-01T17:13:41.342Z"
"TOOLSYS.RELEASES","","","","L","","10","Release Names","","","","","","","","","","","","","13","","10L","0","List of releases this item was changed under","","TOOLSYS","","","1990-12-03","ALEX","","","2020-06-01T17:13:42.092Z"
"TOOLSYS.REUSE.COUNT","","","","D","","5","Total Reuse","3","","","","","","","","","","","","32","","5R","0","For statistics this field, associated to the module list,, is a count of the number of times an insert is reused.","Total Reuse","TOOLSYS","","","1994-09-27","ALEX","","","2020-06-01T17:13:41.420Z"
"TOOLSYS.REUSE.MODULE.COUNT","","","","L","","5","Module Reuse","3","","","","","","","","","","","","31","","5R","0","For statistics this field, associated to the module list,, is a count of the number of times an insert is reused, by module.","Module Reuse","TOOLSYS","","","1994-09-27","ALEX","","","2020-06-01T17:13:41.842Z"
"TOOLSYS.STATUS","","","","D","","25","Release Status","","","","","","","","","","","","","12","","25L","0","","Status","TOOLSYS","","$VR.PROCESS.STATUSES","1990-12-03","ALEX","","","2020-06-01T17:13:41.998Z"
"TOOLSYS.TR.XREF","","","","L","","10","","","","","","","","","","","","","","7","","10L","0","","Activity-Xref","TOOLSYS","","","1990-12-03","SLT","","","2020-06-01T17:13:41.639Z"
"TOOLSYS.VERSION.LAST.CHGD","","","","D","","6","Version Changed","3.2","","","","","","","","","","","","27","","6L","6","To allow a point release where one only send changes since, the last release, SYVU can be run to scan for changes, between this account and another one.  If the record has, changed, then this field will be updated with the version, number of the current release.  When BLDR is then run in, point release mode, it will only release pieces that match, the application version asked for.","","TOOLSYS","","","1992-05-08","ALEX","","","2020-06-01T17:13:41.342Z"
"TOOLSYS2.ACTUAL.KEY","","","","D","","60","System Actual Key","","","","","","","","","","","","","17","","60L","0","Actual un-truncated key for App.SYSTEM records","System Actual Key","TOOLSYS2","","","1992-06-18","ALEX","","","2020-06-01T17:13:41.592Z"
"TOOLSYS2.KEY.ID","","","","K","","32","appl.SYSTEM Key ID","1234RECORD","","","","","","","","","","","","0","","32L","32","The key to the appl.SYSTEM file used to be a standard, two-part key consisting of key fields SYSTEM.FILE.ID, and SYSTEM.RECORD.ID.  This however automatically put, out an '*' between the key components.  The new format, of the appl.SYSTEM file calls for no '*' so we have to, use a single manually concatenated key id.","","TOOLSYS2","","","1991-05-17","ALEX","","","2020-06-01T17:13:41.842Z"
"TOOLSYS2.STATUS","","","","D","","25","","","","","","","","","","","","","","12","","25L","0","","Status","TOOLSYS2","","$VR.PROCESS.STATUSES","1991-05-17","ALEX","","","2020-06-01T17:13:41.451Z"
"TOOLVALC.ADD.DATE","","","D","D","","8","Add Date","9500","","","N","2","/","","","","","","","11","D2/","8R","5","Date this valcode was created","Created","TOOLVALC","","","1990-04-12","ALEX","","","2020-06-01T17:13:41.576Z"
"TOOLVALC.ADD.OPERATOR","","","","D","","14","Created By","VPN","N","","","","","","","","","","","12","","14L","16","Record stamp field automatically updated by the generator","","TOOLVALC","","","1990-04-12","ALEX","","","2020-06-01T17:13:42.029Z"
"TOOLVALC.CHANGE.DATE","","","D","D","","8","Changed On","7891","N","","N","2","/","","","","","","","13","D2/","8R","5","Record stamp field automatically updated by the generator","","TOOLVALC","","","1990-04-12","ALEX","","","2020-06-01T17:13:41.639Z"
"TOOLVALC.CHANGE.OPERATOR","","","","D","","14","Changed By","RGH","N","","","","","","","","","","","14","","14L","16","Record stamp field automatically updated by the generator","","TOOLVALC","","","1990-04-12","ALEX","","","2020-06-01T17:13:41.326Z"
"TOOLVALC.ID","","","","K","","32","Validation Code ID","PROCESS.TYPES","N","","","","","","","","","","","0","","32L","40","Mapped over VALCODES","","TOOLVALC","","","1989-12-12","ALEX","","","2020-06-01T17:13:41.576Z"
"TOOLVOC.ADD.DATE","","","D","D","N","8","Date Added","9500","N","","N","2","/","","","","","","","28","D2/","8R","5","Permits viewing system logged date an <appl>.VOC item was, created","Created","TOOLVOC","N","","1991-01-05","ALEX","","","2020-06-01T17:13:41.717Z"
"TOOLVOC.ADD.OPERATOR","","","","D","N","8","","","N","","","","","","","","","","","29","","8L","8","","","TOOLVOC","N","","1991-01-05","ALEX","","","2020-06-01T17:13:42.014Z"
"TOOLVOC.CATSTEM.OVERRIDE","","","","D","N","8","","","N","","","","","","","","","","","46","","8L","8","","","TOOLVOC","N","","1991-07-22","RGH","","","2020-06-01T17:13:41.467Z"
"TOOLVOC.CHANGE.DATE","","","D","D","N","8","Changed","9500","N","","N","2","/","","","","","","","30","D2/","8R","5","Permits viewing date an <appl>.VOC item was last changed","Changed","TOOLVOC","N","","1991-01-05","ALEX","","","2020-06-01T17:13:41.936Z"
"TOOLVOC.CHANGE.OPERATOR","","","","D","N","8","","","N","","","","","","","","","","","31","","8L","8","","","TOOLVOC","N","","1991-01-05","ALEX","","","2020-06-01T17:13:41.857Z"
"TOOLVOC.DATA.APPL","","","","D","N","6","","TOOL","N","","","","","","","","","","","37","","6L","6","This identifies what application this record belongs in, so that if is is being included as part of one application, such as UT items in TOOL, it will at install time wind, up under UT.","","TOOLVOC","N","","1991-01-23","ALEX","","","2020-06-01T17:13:42.014Z"
"TOOLVOC.DATA.CLEARED","","","","D","N","3","Data Cleared","","N","","","","","","","","","","","13","","3L","1","Contains clear file flag for data files.","Data Cleared","TOOLVOC","N","","1990-04-09","STEVEN","","","2020-06-01T17:13:41.967Z"
"TOOLVOC.DATA.PRESENT","","","","D","N","1","","S","N","","","","","","","","","","","39","","1L","1","At install time, if the DATA file for this appl.VOC item, is valid then this flag will be set to either (S)ource, or (O)bject as to which stem this file was loaded from., Object takes precedence over Source, and a null value, means the file was not there","","TOOLVOC","N","","1991-01-31","ALEX","","","2020-06-01T17:13:41.732Z"
"TOOLVOC.DATA.SHARED","","","","D","N","3","Data Shared","","N","","","","","","","","","","","12","","3L","1","Contains flag to specify shared data","Data Shared","TOOLVOC","N","","1990-04-09","STEVEN","","","2020-06-01T17:13:41.654Z"
"TOOLVOC.DATA.SHARED.MAIN","","","","D","N","3","Shared Main","","N","","","","","","","","","","","11","","3L","1","Contains flag to release data  file to Main account","Shared Main","TOOLVOC","N","","1990-04-26","STEVEN","","","2020-06-01T17:13:41.779Z"
"TOOLVOC.DATA.XREF","","","","X","N","4","","1234","N","","","","","","","","","","FCODES.KEY","32","","4L","4","This is a 4-digit number that points to the FILECODES, file that contains a reverse pointer to the DATA file.","","TOOLVOC","N","","1990-12-03","ALEX","","","2020-06-01T17:13:41.561Z"
"TOOLVOC.DESCRIPTION","","","","D","N","70","Description","","N","","","","","","","","","","","34","","70L","70","This is a one line description of what this appl.VOC item, is used for.","","TOOLVOC","N","","1990-12-03","ALEX","","","2020-06-01T17:13:41.561Z"
"TOOLVOC.DICT.APPL","","","","D","N","6","","TOOL","N","","","","","","","","","","","38","","6L","6","This identifies what application this record is coming, from so that if is is being included as part of one, application such as UT items in TOOL, it will at install, time wind up under UT.","","TOOLVOC","N","","1991-01-23","ALEX","","","2020-06-01T17:13:42.061Z"
"TOOLVOC.DICT.CREATE.REMOTE","","","","D","N","25","Dict Create Remote","","N","","","","","","","","","","","16","","25L","25","Contains default create path for Dict portion","Dict Create Remote","TOOLVOC","N","","1990-04-09","STEVEN","","","2020-06-01T17:13:41.467Z"
"TOOLVOC.DICT.MODULO","","","","D","N","4","Dict Modulo","","N","","","","","","","","","","","15","","4L","4","Contains dict file modulo used when dict created locally.","Dict Modulo","TOOLVOC","N","","1990-04-09","STEVEN","","","2020-06-01T17:13:41.732Z"
"TOOLVOC.DICT.NAME","","","","D","N","20","Dict Name","","N","","","","","","","","","","","19","","20L","35","Contains dictionary name for Files.","Dict Name","TOOLVOC","N","","1990-04-09","STEVEN","","","2020-06-01T17:13:41.732Z"
"TOOLVOC.DICT.PRESENT","","","","D","N","1","","S","N","","","","","","","","","","","40","","1L","1","At install time, if the DICT file for this appl.VOC item, is valid then this flag will be set to either (S)ource, or (O)bject as to which stem this file was loaded from., Object takes precedence over Source, and a null value, means the file was not there","","TOOLVOC","N","","1991-01-31","ALEX","","","2020-06-01T17:13:41.451Z"
"TOOLVOC.DICT.SHARED","","","","D","N","3","Dict Shared","","N","","","","","","","","","","","18","","3L","1","Contains flag to specify if dict file is shared.","Dict Shared","TOOLVOC","N","","1990-04-09","STEVEN","","","2020-06-01T17:13:42.092Z"
"TOOLVOC.DICT.SHARED.MAIN","","","","D","N","3","Dict Shared Main","","N","","","","","","","","","","","17","","3L","1","Contains flag to release dict to Main account","Dict Shared Main","TOOLVOC","N","","1990-04-26","STEVEN","","","2020-06-01T17:13:41.748Z"
"TOOLVOC.DICT.TYPE","","","","D","N","15","Dict Type","","N","","","","","","","","","","","14","","15L","15","Contains file type to create dictionaries locally","Dict Type","TOOLVOC","N","","1990-04-09","STEVEN","","","2020-06-01T17:13:41.857Z"
"TOOLVOC.DICT.XREF","","","","X","N","4","","1234","N","","","","","","","","","","FCODES.KEY","33","","4L","4","This is a 4-digit number that points to the FILECODES, file that contains a reverse pointer to the DICT file.","","TOOLVOC","N","","1990-12-03","ALEX","","","2020-06-01T17:13:41.639Z"
"TOOLVOC.FILE.CREATE.REMOTE","","","","D","N","25","Create Remote","","N","","","","","","","","","","","10","","25L","25","Contains default creation path for data files.","Create Remote","TOOLVOC","N","","1990-04-09","STEVEN","","","2020-06-01T17:13:41.311Z"
"TOOLVOC.FILE.MODULO","","","","D","N","4","File Modulo","","N","","","","","","","","","","","9","","4L","4","Contains default modulo for file creation","Modulo","TOOLVOC","N","","1990-04-09","STEVEN","","","2020-06-01T17:13:41.592Z"
"TOOLVOC.FILE.NAME","","","","D","N","20","File Name","","N","","","","","","","","","","","5","","20L","35","Contains file associated to program type items.","File Name","TOOLVOC","N","","1990-04-09","STEVEN","","","2020-06-01T17:13:42.061Z"
"TOOLVOC.FILE.SUITE.SOURCE","","","","X","N","16","Template Source","GLA.FYR","N","","","","","","","","","","LOGICAL.FILE.NAME","42","","16L","16","This field points to the template entry in the, appl.FILE.SPECS file that this file is modeled from.","","TOOLVOC","N","","1991-04-24","CT7","","","2020-06-01T17:13:41.529Z"
"TOOLVOC.FILE.TYPE","","","","D","N","15","File Type","","N","","","","","","","","","","","8","","15L","15","Contains file type for (F)ile entries.","File Type","TOOLVOC","N","","1990-04-09","STEVEN","","","2020-06-01T17:13:41.357Z"
"TOOLVOC.ID","","","","K","N","30","Application VOC Key","","N","","","","","","","","","","","0","","30L","30","Key to Current Application VOC records.","VOC Id","TOOLVOC","N","","1990-04-09","STEVEN","","","2020-06-01T17:13:41.389Z"
"TOOLVOC.IMAGE","","","","L","N","65","Voc Image","","N","","","","","","","","","","","20","","65L","65","Contains an image of the voc record when item created.","Voc Image","TOOLVOC","N","","1990-04-03","STEVEN","","","2020-06-01T17:13:42.029Z"
"TOOLVOC.IMAGE.TYPE","","","","D","N","20","Image Type","PA","N","","","","","","","","","","","36","","20L","3","The first line of the voc entry usually contains a VOC, type such as PA for paragraph.  The first line and other, lines for types like this are stored separately here and, in the UT.VOC.IMAGE","","TOOLVOC","N","$VR.VOC.IMAGE.TYPES","1990-12-04","ALEX","","","2020-06-01T17:13:41.514Z"
"TOOLVOC.OBSOLETE.DATA.LNAME","","","","D","N","32","Obsolete Data Records List Name","","N","","","","","","","","","","","24","","32L","32","Contains name of savedlist containing obsolete records, in the data file to be deleted on this release.","Obsolete Data Records List Name","TOOLVOC","N","","1990-09-14","STEVEN","","","2020-06-01T17:13:41.373Z"
"TOOLVOC.OBSOLETE.DICT.LNAME","","","","D","N","32","Obsolete Data Records List Name","","N","","","","","","","","","","","25","","32L","32","Contains name of savedlist containing obsolete records, in the dict file to be deleted on this release.","Obsolete Data Records List Name","TOOLVOC","N","","1990-09-14","STEVEN","","","2020-06-01T17:13:41.842Z"
"TOOLVOC.OBSOLETE.SYNONYMS","","","","L","N","32","Obsolete Synonyms","OLD_PROGRAM_NAME","N","","","","","","","","","","","48","","32L","32","List of synonyms which should be deleted from a remote, VOC as it is updated.","","TOOLVOC","N","","1992-07-01","ALEX","","","2020-06-01T17:13:42.029Z"
"TOOLVOC.OVERWRITE","","","","D","N","5","Overwrite","","N","","","","","","","","","","","21","","5L","1","Contains overwrite flag for Tool application voc","Overwrite","TOOLVOC","N","","1990-04-11","STEVEN","","","2020-06-01T17:13:41.701Z"
"TOOLVOC.OVERWRITE.LNAME","","","","D","N","32","Overwrite Data Records List Name","","N","","","","","","","","","","","41","","32L","32","Contains name of savedlist containing data records to, be overwritten during release process.","Overwrite Data Records List Name","TOOLVOC","N","","1991-04-15","ALEX","","","2020-06-01T17:13:41.998Z"
"TOOLVOC.OVRWRITE.DICT.LNAME","","","","D","N","32","Overwrite Dict Records List Name","","N","","","","","","","","","","","45","","32L","32","Contains name of savedlist containing dict records to, be overwritten during release process.","Overwrite Dict Records List Name","TOOLVOC","N","","1991-04-15","ALEX","","","2020-06-01T17:13:41.998Z"
"TOOLVOC.PLATFORM","","","","A","N","15","Platform","","N","","","","","","","TVPLAT","K","","","22","","15L","1","Contains list of valid platforms for VOC entries","Platform","TOOLVOC","N","$VR.PLATFORMS","1990-04-11","STEVEN","","","2020-06-01T17:13:41.873Z"
"TOOLVOC.PLATFORM.TYPE","","","","A","N","15","Type","V","N","","","","","","","TVPLAT","D","","","47","","15L","8","Contains type of application VOC P, F, or V.","Type","TOOLVOC","N","","1992-03-24","ALEX","","","2020-06-01T17:13:41.420Z"
"TOOLVOC.PROGRAM.ACTION","","","","D","N","20","Program Action","","N","","","","","","","","","","","6","","20L","1","Contains action (S)creen, (B)atch or (C)ompile.","Action","TOOLVOC","N","","1990-04-09","STEVEN","","","2020-06-01T17:13:41.482Z"
"TOOLVOC.PROGRAM.CATALOG","","","","D","N","15","Catalog Type","","N","","","","","","","","","","","7","","15L","1","Contains catalog type (G)lobal, (A)ccount or (L)ocal.","Catalog Type","TOOLVOC","N","","1990-04-09","STEVEN","","","2020-06-01T17:13:41.467Z"
"TOOLVOC.RELEASE","","","","A","N","8","Release","","N","","","","","","","VOCREL","K","","","2","","8L","8","Contains a list of release numbers associated to item.","Release","TOOLVOC","N","","1990-04-09","STEVEN","","","2020-06-01T17:13:41.936Z"
"TOOLVOC.RELEASE.ACTION","","","","A","N","20","Release Action","","N","","","","","","","VOCREL","D","","","3","","20L","1","Contains associated list of actions to release item.","Release Action","TOOLVOC","N","$VR.RELEASE.ACTIONS","1990-04-09","STEVEN","","","2020-06-01T17:13:41.826Z"
"TOOLVOC.RELEASE.MODULES","","","","L","N","13","Release Modules","","N","","","","","","","","","","","4","","13L","0","Contains list of modules associated to an item.","Modules","TOOLVOC","N","$VR.ALL.MODULES","1990-04-09","STEVEN","","","2020-06-01T17:13:41.779Z"
"TOOLVOC.REMOTE.XREF","","","","L","N","12","Cross Reference","CFDEV","N","","","","","","","","","","","35","","12L","0","Cross Reference of remote accounts which are pointing to, or are referencing a copy of this VOC item","","TOOLVOC","N","","1990-12-04","ALEX","","","2020-06-01T17:13:41.904Z"
